__id,NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,AAAAMMJJ,DHUMEC,QDHUMEC,PMERM,QPMERM,PMERMIN,QPMERMIN,INST,QINST,GLOT,QGLOT,DIFT,QDIFT,DIRT,QDIRT,INFRART,QINFRART,UV,QUV,UV_INDICEX,QUV_INDICEX,SIGMA,QSIGMA,UN,QUN,HUN,QHUN,UX,QUX,HUX,QHUX,UM,QUM,DHUMI40,QDHUMI40,DHUMI80,QDHUMI80,TSVM,QTSVM,ETPMON,QETPMON,ETPGRILLE,QETPGRILLE,ECOULEMENTM,QECOULEMENTM,HNEIGEF,QHNEIGEF,NEIGETOTX,QNEIGETOTX,NEIGETOT06,QNEIGETOT06,NEIG,QNEIG,BROU,QBROU,ORAG,QORAG,GRESIL,QGRESIL,GRELE,QGRELE,ROSEE,QROSEE,VERGLAS,QVERGLAS,SOLNEIGE,QSOLNEIGE,GELEE,QGELEE,FUMEE,QFUMEE,BRUME,QBRUME,ECLAIR,QECLAIR,NB300,QNB300,BA300,QBA300,TMERMIN,QTMERMIN,TMERMAX,QTMERMAX
235,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,4.3,9,,,2.1,9,,,,,276,1,276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,2.9,9,,,1.5,9,,,,,276,1,275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9,,,,,2.4,9,,,2.1,9,,,,,277,1,274,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,4.8,9,,,1.7,9,,,,,291,1,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,3.7,9,,,1.3,9,,,,,302,1,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9,,,,,4.1,9,,,1.8,9,,,,,311,1,307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9,,,,,4.2,9,,,4.1,9,,,,,307,1,306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,4.6,9,,,2.4,9,,,,,305,1,299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,4.9,9,,,2.1,9,,,,,315,1,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,4.3,9,,,1.3,9,,,,,332,1,327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,3.5,9,,,2.1,9,,,,,331,1,331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,5.0,9,,,1.1,9,,,,,332,1,326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,5.2,9,,,2.2,9,,,,,331,1,330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,9,,,,,4.8,9,,,3.6,9,,,,,322,1,321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,,,,,3.0,9,,,5.1,9,,,,,313,1,313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,9,,,,,3.8,9,,,5.1,9,,,,,307,1,306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9,,,,,3.7,9,,,6.3,9,,,,,301,1,301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,9,,,,,4.3,9,,,1.0,9,,,,,296,1,291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,4.0,9,,,1.5,9,,,,,301,1,296,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,,,,,4.5,9,,,2.2,9,,,,,291,1,291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9,,,,,4.3,9,,,3.2,9,,,,,286,1,286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9,,,,,5.1,9,,,3.9,9,,,,,278,1,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9,,,,,5.0,9,,,4.3,9,,,,,269,1,268,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9,,,,,6.8,9,,,3.2,9,,,,,259,1,257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,3.9,9,,,1.9,9,,,,,256,1,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,3.2,9,,,1.5,9,,,,,267,1,263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,2.8,9,,,1.4,9,,,,,277,1,273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,,,,,2.9,9,,,1.8,9,,,,,271,1,270,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,3.4,9,,,1.7,9,,,,,277,1,275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,2.4,9,,,1.7,9,,,,,287,1,276,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,2.5,9,,,1.1,9,,,,,289,1,283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,3.0,9,,,1.0,9,,,,,302,1,299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,2.9,9,,,1.7,9,,,,,303,1,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9,,,,,2.7,9,,,2.1,9,,,,,302,1,301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,4.4,9,,,1.6,9,,,,,298,1,296,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,4.4,9,,,3.0,9,,,,,295,1,294,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,9,,,,,5.8,9,,,1.5,9,,,,,289,1,288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9,,,,,5.5,9,,,2.3,9,,,,,288,1,288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,,,,,5.0,9,,,3.3,9,,,,,277,1,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,5.5,9,,,3.0,9,,,,,269,1,269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,5.0,9,,,0.7,9,,,,,284,1,265,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,4.1,9,,,2.1,9,,,,,286,1,285,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,4.8,9,,,2.2,9,,,,,280,1,278,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,9,,,,,6.8,9,,,2.3,9,,,,,273,1,272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,9,,,,,6.3,9,,,0.7,9,,,,,283,1,267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,9,,,,,5.4,9,,,0.8,9,,,,,291,1,282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,5.9,9,,,1.4,9,,,,,289,1,288,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,,,,,6.3,9,,,2.5,9,,,,,281,1,281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,6.5,9,,,3.3,9,,,,,274,1,274,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,,,,,7.7,9,,,3.3,9,,,,,267,1,266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,,,,,7.4,9,,,3.1,9,,,,,257,1,257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,6.3,9,,,3.3,9,,,,,250,1,250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,7.1,9,,,1.4,9,,,,,244,1,244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,6.4,9,,,1.6,9,,,,,241,1,240,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,5.5,9,,,1.6,9,,,,,242,1,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,9,,,,,5.4,9,,,2.4,9,,,,,237,1,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,9,,,,,5.9,9,,,2.2,9,,,,,232,1,231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,9,,,,,6.5,9,,,2.7,9,,,,,227,1,226,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,6.6,9,,,2.6,9,,,,,222,1,221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,6.4,9,,,2.7,9,,,,,215,1,214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,6.4,9,,,2.1,9,,,,,209,1,208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,6.1,9,,,1.8,9,,,,,203,1,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,5.9,9,,,1.9,9,,,,,203,1,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,6.5,9,,,2.9,9,,,,,200,1,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,6.5,9,,,3.2,9,,,,,194,1,193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,7.5,9,,,1.9,9,,,,,187,1,186,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9,,,,,5.1,9,,,3.8,9,,,,,180,1,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,6.3,9,,,2.8,9,,,,,173,1,172,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9,,,,,7.5,9,,,2.4,9,,,,,167,1,167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,5.3,9,,,1.9,9,,,,,173,1,165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,6.0,9,,,2.4,9,,,,,172,1,171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,9,,,,,6.1,9,,,2.4,9,,,,,163,1,162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9,,,,,8.1,9,,,2.3,9,,,,,155,1,155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,,,,,7.8,9,,,3.3,9,,,,,148,1,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,,,,,8.2,9,,,3.9,9,,,,,141,1,141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,9,,,,,8.6,9,,,3.1,9,,,,,133,1,132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,,,,,8.9,9,,,3.4,9,,,,,126,1,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9,,,,,8.3,9,,,3.2,9,,,,,117,1,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,9,,,,,7.8,9,,,3.5,9,,,,,110,1,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,7.6,9,,,2.8,9,,,,,102,1,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,6.7,9,,,2.8,9,,,,,91,1,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9,,,,,6.1,9,,,3.0,9,,,,,83,1,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9,,,,,6.5,9,,,3.6,9,,,,,75,1,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,,,,,7.6,9,,,1.8,9,,,,,70,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9,,,,,8.0,9,,,1.6,9,,,,,67,1,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,38005402,AIGLETON-NIVOSE,45.231,6.038167,2240,2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9,,,,,7.0,9,,,3.4,9,,,,,61,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
